ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Dick Skare	Garey Bies	Scattering 		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Robert Turner	George Meyers	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Libertarian			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	Village	151	Mount Pleasant	52151	18	Ward 22	296	43	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	Village	161	North Bay	52161	2		97	26	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	Village	192	Wind Point	52192	2	Wards 1 - 3	638	203	7		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	31	Ward 1	173	25	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	32	Ward 2	784	62	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	33	Ward 3	536	33	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	34	Ward 4	561	17	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	35	Ward 5	311	50	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	36	Ward 6	771	106	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	37	Ward 7	697	46	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	39	Ward 9	574	58	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	40	Ward 10	402	41	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	41	Ward 11	460	17	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	42	Ward 12	326	52	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	43	Ward 13	316	62	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	44	Ward 14	929	166	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	45	Ward 15	906	132	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	46	Ward 16	785	119	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	47	Ward 17	731	85	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	48	Ward 18	943	181	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	49	Ward 19	612	25	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	50	Ward 20	681	24	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	52	Ward 22	867	172	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	57	Ward 27	1087	178	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	63	Ward 33	871	107	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 61	1	21	61	2	52	Racine	City	276	Racine	52276	64	Ward 34	913	212	1		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	16267	2242	38		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Cory Mason	Keith R. Deschler	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Libertarian			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	121	Elmwood Park	52121	2		180	56	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	151	Mount Pleasant	52151	7	Wards 1, 2 & 16	1269	213	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	151	Mount Pleasant	52151	9	Wards 3 - 5 & 7	1367	280	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	151	Mount Pleasant	52151	13	Wards 10 - 12	1540	318	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	151	Mount Pleasant	52151	15	Ward 14	294	89	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	151	Mount Pleasant	52151	16	Wards 17, 18 & 20	1079	229	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	151	Mount Pleasant	52151	17	Wards 19, 21 & 23	993	239	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	Village	181	Sturtevant	52181	2	Wards 1 - 6	1603	371	7		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	38	Ward 8	826	62	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	51	Ward 21	830	149	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	53	Ward 23	988	163	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	54	Ward 24	1001	129	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	55	Ward 25	866	156	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	56	Ward 26	877	93	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	58	Ward 28	879	212	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	59	Ward 29	826	144	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	60	Ward 30	800	107	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	61	Ward 31	794	105	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 62	1	21	62	2	52	Racine	City	276	Racine	52276	62	Ward 32	880	102	3		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	17892	3217	55		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Linda Flashinski	Robin J. Vos	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Town	6	Dover	52006	2	Wards 1 - 8	674	1238	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Town	10	Norway	52010	3	Wards 1 - 11	1357	3103	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Town	12	Raymond	52012	4	Wards 1 - 5	753	1488	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Town	14	Rochester	52014	2	Wards 1 - 5	420	1055	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Town	18	Yorkville	52018	2	Wards 1 - 5	542	1114	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	104	Caledonia	52104	1	Wards 1 - 3	871	1391	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	104	Caledonia	52104	2	Wards 4, 20 & 21	617	1068	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	104	Caledonia	52104	3	Wards 5, 6 & 18	945	1172	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	104	Caledonia	52104	4	Wards 7 - 9 & 19	1235	1166	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	104	Caledonia	52104	5	Wards 10 - 12, 16 & 17	1626	2246	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	104	Caledonia	52104	6	Wards 13 - 15	901	1123	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	151	Mount Pleasant	52151	11	Ward 6	406	379	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	151	Mount Pleasant	52151	12	Wards 8 & 9	792	1096	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	151	Mount Pleasant	52151	14	Wards 13 & 15	491	575	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	176	Rochester	52176	2	Wards 1 & 2	167	387	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 63	1	21	63	2	52	Racine	Village	186	Union Grove	52186	2	Wards 1 - 7	812	1571	2		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	12609	20172	13		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Peter W. Barca	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	Town	14	Somers	30014	24	Ward 8	337	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	36	Ward 1	858	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	37	Ward 2	1317	22			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	38	Ward 3	869	25			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	39	Ward 4	956	15			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	42	Ward 7	1194	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	43	Ward 8	1252	13			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	44	Ward 9	1503	22			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	45	Ward 10	1104	13			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	46	Ward 11	946	15			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	47	Ward 12	891	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	48	Ward 13	696	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	49	Ward 14	468	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	50	Ward 15	574	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	54	Ward 19	808	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	55	Ward 20	819	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	56	Ward 21	1060	15			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	57	Ward 22	676	11			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	64	Ward 29	1362	19			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	66	Ward 31	1114	17			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 64	1	22	64	2	30	Kenosha	City	241	Kenosha	30241	67	Ward 32	935	19			
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	19739	257			
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	John Steinbrink	Alex Tiahnybok	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	Town	4	Bristol	30004	10	Ward 6	238	325	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	Village	174	Pleasant Prairie	30174	8	Wards 1 - 3	1019	841	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	Village	174	Pleasant Prairie	30174	9	Wards 4 & 5	677	700	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	Village	174	Pleasant Prairie	30174	10	Wards 6 & 7	1020	673	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	Village	174	Pleasant Prairie	30174	11	Wards 8 - 11	1649	1378	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	Village	174	Pleasant Prairie	30174	12	Wards 12 & 13	1227	839	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	40	Ward 5	923	531	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	41	Ward 6	833	381	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	51	Ward 16	609	139	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	52	Ward 17	929	368	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	53	Ward 18	638	283	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	58	Ward 23	681	219	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	59	Ward 24	875	374	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	60	Ward 25	947	457	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	61	Ward 26	928	459	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	62	Ward 27	988	522	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	63	Ward 28	925	531	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	65	Ward 30	772	441	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	68	Ward 33	790	470	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 65	1	22	65	2	30	Kenosha	City	241	Kenosha	30241	69	Ward 34	1425	1063	8		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	18093	10994	40		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Larry Zamba	Samantha Kerkman	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	2	Brighton	30002	2	Wards 1 - 3	231	606	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	4	Bristol	30004	4	Wards 1 - 4 & 8	440	1032	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	4	Bristol	30004	9	Wards 5 & 7	234	365	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	6	Paris	30006	2	Wards 1 & 2	294	573	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	10	Randall	30010	2	Wards 1 - 5	574	1055	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	12	Salem	30012	8	Wards 1 - 3, 5 - 7, 11 - 15	1276	1963	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	12	Salem	30012	9	Wards 4, 8 - 10	723	1119	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	14	Somers	30014	21	Wards 1 - 4	824	874	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	14	Somers	30014	22	Wards 5, 6 & 12	841	644	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	14	Somers	30014	23	Ward 7	248	158	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Town	14	Somers	30014	25	Wards 9 - 11	572	537	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Village	131	Genoa City	30131	3	Wards 4 & 5	0	2	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Village	171	Paddock Lake	30171	2	Wards 1 - 5	670	784	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Village	181	Silver Lake	30181	2	Wards 1 - 3	414	699	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	Village	186	Twin Lakes	30186	3	Wards 1 - 12	934	1583	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	70	Ward 35	79	110	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	71	Ward 36	40	43	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	72	Ward 37	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	73	Ward 38	2	1	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	74	Ward 39	13	28	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	75	Ward 40	28	24	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	76	Ward 41	160	100	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	77	Ward 42	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	78	Ward 43	39	40	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	79	Ward 44	24	22	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	80	Ward 45	10	15	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	81	Ward 46	2	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	82	Ward 47	1	1	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	83	Ward 48	0	5	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	84	Ward 49	8	8	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	85	Ward 50	0	1	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	86	Ward 51	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	87	Ward 52	10	15	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	88	Ward 53	11	13	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	89	Ward 54	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	90	Ward 55	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	91	Ward 56	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	92	Ward 57	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	93	Ward 58	1	1	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	94	Ward 59	1	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	95	Ward 60	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	96	Ward 61	0	1	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	97	Ward 62	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	98	Ward 63	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	99	Ward 64	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	100	Ward 65	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	101	Ward 66	2	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	102	Ward 67	11	13	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	103	Ward 68	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	104	Ward 69	0	0	0		
